Date,Close,Open,High,Low
2017-06-27,35.9325,36.2525,36.54,35.905
2017-06-28,36.4575,36.1225,36.5275,35.79
2017-06-29,35.92,36.1775,36.2825,35.57
2017-06-30,36.005,36.1125,36.24,35.945
2017-07-03,35.875,36.22,36.325,35.775
2017-07-05,36.0225,35.9225,36.1975,35.6809
2017-07-06,35.6825,35.755,35.875,35.6025
2017-07-07,36.045,35.725,36.1875,35.725
2017-07-10,36.265,36.0275,36.4875,35.8425
2017-07-11,36.3825,36.1825,36.4625,36.095
2017-07-12,36.435,36.4675,36.545,36.205
2017-07-13,36.9425,36.375,37.1225,36.36
2017-07-14,37.26,36.9925,37.3325,36.8325
2017-07-17,37.39,37.205,37.725,37.1425
2017-07-18,37.52,37.3,37.5325,37.1675
2017-07-19,37.755,37.62,37.855,37.4875
2017-07-20,37.585,37.875,37.935,37.5475
2017-07-21,37.5675,37.4975,37.61,37.22
2017-07-24,38.0225,37.645,38.11,37.475
2017-07-25,38.185,37.95,38.46,37.95
2017-07-26,38.365,38.3375,38.4825,38.265
2017-07-27,37.64,38.4375,38.4975,36.825
2017-07-28,37.375,37.4725,37.5575,37.2975
2017-07-31,37.1825,37.475,37.5825,37.0325
2017-08-01,37.5125,37.275,37.555,37.1025
2017-08-02,39.285,39.82,39.9375,39.04
2017-08-03,38.8925,39.2625,39.3025,38.755
2017-08-04,39.0975,39.0175,39.35,38.9225
2017-08-07,39.7025,39.265,39.73,39.1675
2017-08-08,40.02,39.65,40.4575,39.5675
2017-08-09,40.265,39.815,40.3175,39.7775
2017-08-10,38.83,39.975,40.0,38.6575
2017-08-11,39.37,39.15,39.6432,39.0175
2017-08-14,39.9625,39.83,40.0525,39.6875
2017-08-15,40.4,40.165,40.5487,40.035
2017-08-16,40.2375,40.485,40.6275,40.0375
2017-08-17,39.465,40.13,40.1775,39.46
2017-08-18,39.375,39.465,39.875,39.18
2017-08-21,39.3025,39.375,39.4725,38.7775
2017-08-22,39.945,39.5575,40.0,39.505
2017-08-23,39.995,39.7675,40.1175,39.72
2017-08-24,39.8175,40.1075,40.185,39.6375
2017-08-25,39.965,39.9125,40.14,39.8175
2017-08-28,40.3675,40.035,40.5,39.9825
2017-08-29,40.7275,40.025,40.78,40.0
2017-08-30,40.8375,40.95,40.9725,40.6525
2017-08-31,41.0,40.91,41.13,40.87
2017-09-01,41.0125,41.2,41.235,40.9075
2017-09-05,40.52,40.9375,41.0625,40.14
2017-09-06,40.4775,40.6775,40.7475,40.13
2017-09-07,40.315,40.5225,40.56,40.09
2017-09-08,39.6575,40.215,40.2875,39.6325
2017-09-11,40.375,40.125,40.5125,39.9725
2017-09-12,40.215,40.6525,40.99,39.6925
2017-09-13,39.9125,39.9675,39.99,39.4775
2017-09-14,39.57,39.7475,39.85,39.5225
2017-09-15,39.97,39.6175,40.2425,39.5
2017-09-18,39.6675,40.0275,40.125,39.4988
2017-09-19,39.6825,39.8775,39.9425,39.61
2017-09-20,39.0175,39.475,39.565,38.4575
2017-09-21,38.3475,38.95,38.95,38.1875
2017-09-22,37.9725,38.005,38.0675,37.64
2017-09-25,37.6375,37.4975,37.9575,37.29
2017-09-26,38.285,37.945,38.48,37.9225
2017-09-27,38.5575,38.45,38.6797,38.385
2017-09-28,38.32,38.4725,38.57,38.175
2017-09-29,38.53,38.3025,38.5325,38.0
2017-10-02,38.4525,38.565,38.6125,38.18
2017-10-03,38.62,38.5025,38.7725,38.4775
2017-10-04,38.37,38.4075,38.465,38.115
2017-10-05,38.8475,38.545,38.86,38.5125
2017-10-06,38.825,38.7425,38.8725,38.64
2017-10-09,38.96,38.9525,39.1825,38.8713
2017-10-10,38.975,39.0138,39.5,38.775
2017-10-11,39.1375,38.9925,39.245,38.9375
2017-10-12,39.0,39.0875,39.3425,38.9325
2017-10-13,39.2475,39.1825,39.32,39.1025
2017-10-16,39.97,39.475,40.0,39.4125
2017-10-17,40.1175,39.945,40.2175,39.8075
2017-10-18,39.94,40.105,40.1775,39.9
2017-10-19,38.995,39.1875,39.27,38.755
2017-10-20,39.0625,39.1525,39.4375,38.99
2017-10-23,39.0425,39.2225,39.4225,38.875
2017-10-24,39.275,39.0725,39.355,39.05
2017-10-25,39.1025,39.2275,39.3875,38.8175
2017-10-26,39.3525,39.3075,39.4574,39.195
2017-10-27,40.7625,39.8225,40.9,39.675
2017-10-30,41.68,40.9725,42.0175,40.93
2017-10-31,42.26,41.975,42.4125,41.735
2017-11-01,41.7225,42.4675,42.485,41.4025
2017-11-02,42.0275,41.91,42.125,41.32
2017-11-03,43.125,43.5,43.565,42.78
2017-11-06,43.5625,43.0913,43.7475,42.93
2017-11-07,43.7025,43.4775,43.8125,43.4
2017-11-08,44.06,43.665,44.06,43.5825
2017-11-09,43.97,43.7775,44.0238,43.285
2017-11-10,43.6675,43.7775,43.845,43.5675
2017-11-13,43.4925,43.375,43.625,43.35
2017-11-14,42.835,43.26,43.37,42.795
2017-11-15,42.27,42.4925,42.5799,42.095
2017-11-16,42.775,42.795,42.9675,42.575
2017-11-17,42.5375,42.76,42.8475,42.41
2017-11-20,42.495,42.5725,42.64,42.39
2017-11-21,43.285,42.695,43.425,42.695
2017-11-22,43.74,43.34,43.75,43.2625
2017-11-24,43.7425,43.775,43.875,43.6615
2017-11-27,43.5225,43.7625,43.77,43.335
2017-11-28,43.2675,43.575,43.7175,42.965
2017-11-29,42.37,43.1575,43.23,41.79
2017-11-30,42.9625,42.6075,43.035,42.11
2017-12-01,42.7625,42.4875,42.9175,42.125
2017-12-04,42.45,43.12,43.155,42.4075
2017-12-05,42.41,42.265,42.88,42.1
2017-12-06,42.2525,41.875,42.5512,41.615
2017-12-07,42.33,42.2575,42.61,42.2275
2017-12-08,42.3425,42.6225,42.75,42.205
2017-12-11,43.1675,42.3,43.2225,42.1975
2017-12-12,42.925,43.0375,43.0975,42.8653
2017-12-13,43.0675,43.125,43.385,43.0
2017-12-14,43.055,43.1,43.2825,42.9125
2017-12-15,43.4925,43.4075,43.5425,43.115
2017-12-18,44.105,43.72,44.3,43.715
2017-12-19,43.635,43.7575,43.8475,43.5225
2017-12-20,43.5875,43.7175,43.855,43.3125
2017-12-21,43.7525,43.5425,44.005,43.525
2017-12-22,43.7525,43.67,43.856,43.625
2017-12-26,42.6425,42.7,42.8675,42.4198
2017-12-27,42.65,42.525,42.695,42.4275
2017-12-28,42.77,42.75,42.9625,42.62
2017-12-29,42.3075,42.63,42.6475,42.305
2018-01-02,43.065,42.54,43.075,42.315
2018-01-03,43.0575,43.1325,43.6375,42.99
2018-01-04,43.2575,43.135,43.3675,43.02
2018-01-05,43.75,43.36,43.8425,43.2625
2018-01-08,43.5875,43.5875,43.9025,43.4825
2018-01-09,43.5825,43.6375,43.765,43.3525
2018-01-10,43.5725,43.29,43.575,43.25
2018-01-11,43.82,43.6475,43.8721,43.6225
2018-01-12,44.2725,44.045,44.34,43.9125
2018-01-16,44.0475,44.475,44.8475,44.035
2018-01-17,44.775,44.0375,44.8125,43.7675
2018-01-18,44.815,44.8425,45.025,44.5625
2018-01-19,44.615,44.6525,44.895,44.3525
2018-01-22,44.25,44.325,44.445,44.1504
2018-01-23,44.26,44.325,44.86,44.205
2018-01-24,43.555,44.3125,44.325,43.3
2018-01-25,42.7775,43.6262,43.7375,42.6325
2018-01-26,42.8775,43.0,43.0,42.515
2018-01-29,41.99,42.54,42.54,41.7675
2018-01-30,41.7425,41.3813,41.8425,41.175
2018-01-31,41.8575,41.7175,42.1104,41.625
2018-02-01,41.945,41.7912,42.155,41.69
2018-02-02,40.125,41.5,41.7,40.025
2018-02-05,39.1225,39.775,40.97,39.0
2018-02-06,40.7575,38.7075,40.93,38.5
2018-02-07,39.885,40.7713,40.85,39.7671
2018-02-08,38.7875,40.0725,40.25,38.7575
2018-02-09,39.1025,39.2675,39.4725,37.56
2018-02-12,40.6775,39.625,40.9725,39.3775
2018-02-13,41.085,40.4875,41.1875,40.4125
2018-02-14,41.8425,40.7612,41.885,40.72
2018-02-15,43.2475,42.4475,43.2725,42.25
2018-02-16,43.1075,43.09,43.705,42.9425
2018-02-20,42.9625,43.0125,43.565,42.855
2018-02-21,42.7675,43.2075,43.53,42.7525
2018-02-22,43.125,42.95,43.4875,42.9275
2018-02-23,43.875,43.4175,43.9125,43.385
2018-02-26,44.7425,44.0875,44.8475,44.0525
2018-02-27,44.5975,44.775,45.12,44.54
2018-02-28,44.53,44.815,45.1538,44.5125
2018-03-01,43.75,44.635,44.9438,43.165
2018-03-02,44.0525,43.2,44.075,43.1125
2018-03-05,44.205,43.8025,44.435,43.63
2018-03-06,44.1675,44.4775,44.5625,44.0325
2018-03-07,43.7575,43.735,43.9625,43.5675
2018-03-08,44.235,43.87,44.28,43.7675
2018-03-09,44.995,44.49,45.0,44.3475
2018-03-12,45.43,45.0725,45.5975,45.0525
2018-03-13,44.9925,45.6475,45.875,44.81
2018-03-14,44.61,45.08,45.13,44.4525
2018-03-15,44.6625,44.625,45.06,44.5175
2018-03-16,44.505,44.6625,44.78,44.405
2018-03-19,43.825,44.33,44.3675,43.415
2018-03-20,43.81,43.81,44.2,43.735
2018-03-21,42.8175,43.76,43.7725,42.815
2018-03-22,42.2125,42.5,43.17,42.15
2018-03-23,41.235,42.0975,42.48,41.235
2018-03-26,43.1925,42.0175,43.275,41.61
2018-03-27,42.085,43.42,43.7875,41.73
2018-03-28,41.62,41.8125,42.505,41.2975
2018-03-29,41.945,41.9513,42.9375,41.725
2018-04-02,41.67,41.97,42.235,41.1175
2018-04-03,42.0975,41.91,42.1864,41.22
2018-04-04,42.9025,41.22,43.0025,41.1925
2018-04-05,43.2,43.145,43.5576,43.02
2018-04-06,42.095,42.7425,43.12,42.05
2018-04-09,42.5125,42.47,43.2725,42.4613
2018-04-10,43.3125,43.25,43.5,42.8825
2018-04-11,43.11,43.0575,43.4808,42.925
2018-04-12,43.535,43.3525,43.75,43.26
2018-04-13,43.6825,43.695,43.96,43.4625
2018-04-16,43.955,43.7575,44.0475,43.7075
2018-04-17,44.56,44.1225,44.7341,44.1025
2018-04-18,44.46,44.4525,44.705,44.22
2018-04-19,43.2,43.7375,43.8475,43.165
2018-04-20,41.43,42.6488,42.8046,41.3575
2018-04-23,41.31,41.7088,41.73,41.0225
2018-04-24,40.735,41.4175,41.5825,40.305
2018-04-25,40.9125,40.655,41.355,40.6025
2018-04-26,41.055,41.03,41.4325,40.8425
2018-04-27,40.58,41.0,41.0825,40.1575
2018-04-30,41.315,40.5325,41.815,40.46
2018-05-01,42.275,41.6025,42.3,41.3175
2018-05-02,44.1425,43.8062,44.4375,43.45
2018-05-03,44.2225,43.97,44.375,43.6103
2018-05-04,45.9575,44.5625,46.0625,44.5425
2018-05-07,46.29,46.295,46.9175,46.1875
2018-05-08,46.5125,46.2475,46.555,45.9162
2018-05-09,46.84,46.6375,46.85,46.305
2018-05-10,47.51,46.935,47.5925,46.9125
2018-05-11,47.1475,47.3725,47.515,46.8625
2018-05-14,47.0375,47.2525,47.3825,46.965
2018-05-15,46.61,46.695,46.7675,46.275
2018-05-16,47.045,46.5175,47.115,46.5
2018-05-17,46.7475,47.0,47.2275,46.59
2018-05-18,46.5775,46.7975,46.9526,46.5325
2018-05-21,46.9075,47.0,47.3175,46.7276
2018-05-22,46.79,47.0938,47.22,46.695
2018-05-23,47.09,46.5875,47.125,46.44
2018-05-24,47.0375,47.1925,47.21,46.5525
2018-05-25,47.145,47.0575,47.4125,46.9125
2018-05-29,46.975,46.9,47.1875,46.7175
2018-05-30,46.875,46.93,47.0,46.695
2018-05-31,46.7175,46.805,47.0575,46.535
2018-06-01,47.56,46.9978,47.565,46.9375
2018-06-04,47.9575,47.9087,48.355,47.8375
2018-06-05,48.3275,48.2662,48.485,48.09
2018-06-06,48.495,48.4075,48.52,47.98
2018-06-07,48.365,48.535,48.55,48.0838
2018-06-08,47.925,47.7925,48.0,47.4425
2018-06-11,47.8075,47.8375,47.9925,47.5525
2018-06-12,48.07,47.8462,48.1527,47.7875
2018-06-13,47.675,48.105,48.22,47.61
2018-06-14,47.7,47.8875,47.8925,47.555
2018-06-15,47.21,47.5075,47.54,47.065
2018-06-18,47.185,46.97,47.305,46.8
2018-06-19,46.4225,46.285,46.5825,45.8625
2018-06-20,46.625,46.5875,46.8,46.4325
2018-06-21,46.365,46.8125,47.0875,46.235
2018-06-22,46.23,46.53,46.5375,46.175
2018-06-25,45.5425,45.85,46.23,45.1825
2018-06-26,46.1075,45.7475,46.6325,45.635
2018-06-27,46.04,46.307,46.82,46.0075
2018-06-28,46.375,46.025,46.5525,45.95
2018-06-29,46.2775,46.5725,46.7975,45.7275
2018-07-02,46.795,45.955,46.825,45.855
2018-07-03,45.98,46.9475,46.9875,45.885
2018-07-05,46.35,46.315,46.6025,46.07
2018-07-06,46.9925,46.355,47.1085,46.3
2018-07-09,47.645,47.375,47.67,47.325
2018-07-10,47.5875,47.6775,47.82,47.545
2018-07-11,46.97,47.125,47.445,46.9025
2018-07-12,47.7575,47.3825,47.8525,47.3275
2018-07-13,47.8325,47.77,47.96,47.725
2018-07-16,47.7275,47.88,48.1625,47.6037
2018-07-17,47.8625,47.4375,47.9675,47.3
2018-07-18,47.6,47.945,47.95,47.4825
2018-07-19,47.97,47.4225,48.1375,47.4225
2018-07-20,47.86,47.945,48.1075,47.5425
2018-07-23,47.9025,47.67,47.99,47.39
2018-07-24,48.25,48.1125,48.415,48.0125
2018-07-25,48.705,48.265,48.7125,48.1075
2018-07-26,48.5525,48.6525,48.99,48.4025
2018-07-27,47.745,48.7475,48.7975,47.525
2018-07-30,47.4775,47.975,48.05,47.2675
2018-07-31,47.5725,47.575,48.035,47.335
2018-08-01,50.375,49.7825,50.44,49.3275
2018-08-02,51.8475,50.145,52.095,50.0875
2018-08-03,51.9975,51.7575,52.185,51.3701
2018-08-06,52.2675,52.0,52.3125,51.7675
2018-08-07,51.7775,52.33,52.375,51.69
2018-08-08,51.8125,51.5125,51.9525,51.13
2018-08-09,52.22,51.82,52.445,51.8
2018-08-10,51.8825,51.84,52.275,51.6675
2018-08-13,52.2175,51.925,52.738,51.925
2018-08-14,52.4375,52.5388,52.64,52.065
2018-08-15,52.56,52.305,52.685,52.0825
2018-08-16,53.33,52.9375,53.453,52.8675
2018-08-17,54.395,53.36,54.4875,53.29
2018-08-20,53.865,54.525,54.795,53.7775
2018-08-21,53.76,54.2,54.2975,53.5063
2018-08-22,53.7625,53.525,54.09,53.46
2018-08-23,53.8725,53.6625,54.2625,53.65
2018-08-24,54.04,54.15,54.225,53.7775
2018-08-27,54.485,54.2875,54.685,54.0825
2018-08-28,54.925,54.7525,55.135,54.73
2018-08-29,55.745,55.0375,55.8725,54.8525
2018-08-30,56.2575,55.8125,57.065,55.6
2018-08-31,56.9075,56.6275,57.2175,56.5
2018-09-04,57.09,57.1025,57.295,56.6575
2018-09-05,56.7175,57.2475,57.4175,56.275
2018-09-06,55.775,56.5575,56.8375,55.325
2018-09-07,55.325,55.4625,56.3425,55.1775
2018-09-10,54.5825,55.2375,55.4625,54.1175
2018-09-11,55.9625,54.5025,56.0748,54.14
2018-09-12,55.2675,56.235,56.25,54.96
2018-09-13,56.6025,55.88,57.0875,55.6425
2018-09-14,55.96,56.4375,56.71,55.6305
2018-09-17,54.47,55.5375,55.7375,54.3175
2018-09-18,54.56,54.4475,55.4625,54.28
2018-09-19,54.5925,54.625,54.905,53.825
2018-09-20,55.0075,55.06,55.57,54.7875
2018-09-21,54.415,55.195,55.34,54.3225
2018-09-24,55.1975,54.205,55.315,54.1575
2018-09-25,55.5475,54.9375,55.705,54.925
2018-09-26,55.105,55.25,55.9375,54.94
2018-09-27,56.2375,55.955,56.61,55.885
2018-09-28,56.435,56.1975,56.46,56.005
2018-10-01,56.815,56.9875,57.355,56.5875
2018-10-02,57.32,56.8125,57.5,56.6575
2018-10-03,58.0175,57.5125,58.3675,57.445
2018-10-04,56.9975,57.695,58.0875,56.6825
2018-10-05,56.0725,56.99,57.1025,55.145
2018-10-08,55.9425,55.5525,56.2,55.05
2018-10-09,56.7175,55.91,56.8175,55.5615
2018-10-10,54.09,56.365,56.5875,54.0125
2018-10-11,53.6125,53.63,54.875,53.08
2018-10-12,55.5275,55.105,55.72,54.21
2018-10-15,54.34,55.29,55.4575,54.3175
2018-10-16,55.5375,54.7325,55.7475,54.1907
2018-10-17,55.2975,55.575,55.66,54.835
2018-10-18,54.005,54.465,54.935,53.25
2018-10-19,54.8275,54.515,55.315,54.3575
2018-10-22,55.1625,54.9475,55.84,54.735
2018-10-23,55.6825,53.9575,55.8125,53.675
2018-10-24,53.7725,55.65,56.0575,53.635
2018-10-25,54.95,54.4275,55.345,54.1875
2018-10-26,54.075,53.975,55.0475,53.1675
2018-10-29,53.06,54.7975,54.9225,51.5225
2018-10-30,53.325,52.7875,53.795,52.3175
2018-10-31,54.715,54.22,55.1125,54.155
2018-11-01,55.555,54.7625,55.59,54.2025
2018-11-02,51.87,52.3875,53.4125,51.3575
2018-11-05,50.3975,51.075,51.0975,49.5425
2018-11-06,50.9425,50.48,51.18,50.4225
2018-11-07,52.4875,51.4925,52.515,51.0325
2018-11-08,52.1225,52.495,52.53,51.6875
2018-11-09,51.1175,51.3875,51.5025,50.5625
2018-11-12,48.5425,49.75,49.9625,48.4475
2018-11-13,48.0575,47.9075,49.295,47.8625
2018-11-14,46.7,48.475,48.62,46.4825
2018-11-15,47.8525,47.0975,47.9925,46.725
2018-11-16,48.3825,47.625,48.7424,47.365
2018-11-19,46.465,47.5,47.675,46.2475
2018-11-20,44.245,44.5925,45.3675,43.8775
2018-11-21,44.195,44.9325,45.0675,44.1375
2018-11-23,43.0725,43.735,44.1488,43.025
2018-11-26,43.655,43.56,43.7375,42.565
2018-11-27,43.56,42.8775,43.6925,42.72
2018-11-28,45.235,44.1825,45.3225,43.7325
2018-11-29,44.8875,45.665,45.7,44.425
2018-11-30,44.645,45.0725,45.0825,44.2575
2018-12-03,46.205,46.115,46.235,45.3025
2018-12-04,44.1725,45.2375,45.5975,44.0675
2018-12-06,43.68,42.94,43.695,42.605
2018-12-07,42.1225,43.3725,43.6225,42.075
2018-12-10,42.4,41.25,42.5225,40.8325
2018-12-11,42.1575,42.915,42.9475,41.75
2018-12-12,42.275,42.6,42.98,42.255
2018-12-13,42.7375,42.6225,43.1425,42.3875
2018-12-14,41.37,42.25,42.27,41.32
2018-12-17,40.985,41.3625,42.0875,40.6825
2018-12-18,41.5175,41.345,41.8825,41.0975
2018-12-19,40.2225,41.5,41.8625,39.7725
2018-12-20,39.2075,40.1,40.5275,38.825
2018-12-21,37.6825,39.215,39.54,37.4075
2018-12-24,36.7075,37.0375,37.8875,36.6475
2018-12-26,39.2925,37.075,39.3075,36.68
2018-12-27,39.0375,38.96,39.1925,37.5175
2018-12-28,39.0575,39.375,39.63,38.6375
2018-12-31,39.435,39.6325,39.84,39.12
2019-01-02,39.48,38.7225,39.7125,38.5575
2019-01-03,35.5475,35.995,36.43,35.5
2019-01-04,37.065,36.1325,37.1375,35.95
2019-01-07,36.9825,37.175,37.2075,36.475
2019-01-08,37.6875,37.39,37.955,37.13
2019-01-09,38.3275,37.8225,38.6325,37.4075
2019-01-10,38.45,38.125,38.4925,37.715
2019-01-11,38.0725,38.22,38.425,37.8775
2019-01-14,37.5,37.7125,37.8175,37.305
2019-01-15,38.2675,37.5675,38.3475,37.5125
2019-01-16,38.735,38.27,38.97,38.25
2019-01-17,38.965,38.55,39.415,38.315
2019-01-18,39.205,39.375,39.47,38.9952
2019-01-22,38.325,39.1025,39.1825,38.155
2019-01-23,38.48,38.5375,38.785,37.925
2019-01-24,38.175,38.5275,38.62,37.935
2019-01-25,39.44,38.87,39.5325,38.58
2019-01-28,39.075,38.9475,39.0825,38.415
2019-01-29,38.67,39.0625,39.5325,38.5275
2019-01-30,41.3125,40.8125,41.5375,40.0575
2019-01-31,41.61,41.5275,42.25,41.14
2019-02-01,41.63,41.74,42.245,41.4825
2019-02-04,42.8125,41.8525,42.9138,41.82
2019-02-05,43.545,43.215,43.77,43.0875
2019-02-06,43.56,43.6625,43.8925,43.2133
2019-02-07,42.735,43.1,43.485,42.585
2019-02-08,42.6025,42.2475,42.665,42.105
2019-02-11,42.3575,42.7625,42.8025,42.3125
2019-02-12,42.7225,42.525,42.75,42.425
2019-02-13,42.545,42.8475,43.12,42.48
2019-02-14,42.7,42.4275,42.8154,42.345
2019-02-15,42.605,42.8125,42.925,42.4375
2019-02-19,42.7325,42.4275,42.86,42.3725
2019-02-20,43.0075,42.7975,43.33,42.7475
2019-02-21,42.765,42.95,43.0925,42.575
2019-02-22,43.2425,42.895,43.25,42.845
2019-02-25,43.5575,43.54,43.9675,43.4875
2019-02-26,43.5825,43.4275,43.825,43.2933
2019-02-27,43.7175,43.3025,43.75,43.1825
2019-02-28,43.2875,43.58,43.7275,43.23
2019-03-01,43.7425,43.57,43.7875,43.2225
2019-03-04,43.9625,43.9225,44.4375,43.4925
2019-03-05,43.8825,43.985,44.0,43.635
2019-03-06,43.63,43.6675,43.8725,43.485
2019-03-07,43.125,43.4675,43.61,43.005
2019-03-08,43.2275,42.58,43.2675,42.375
2019-03-11,44.725,43.8725,44.78,43.8375
2019-03-12,45.2275,45.0,45.6675,44.8425
2019-03-13,45.4275,45.5625,45.825,45.23
2019-03-14,45.9325,45.975,46.025,45.64
2019-03-15,46.53,46.2125,46.8325,45.935
2019-03-18,47.005,46.45,47.0975,46.4475
2019-03-19,46.6325,47.0875,47.2475,46.48
2019-03-20,47.04,46.5575,47.3725,46.1825
2019-03-21,48.7725,47.505,49.0825,47.4525
2019-03-22,47.7625,48.835,49.4225,47.695
2019-03-25,47.185,47.8775,47.995,46.65
2019-03-26,46.6975,47.916,48.22,46.145
2019-03-27,47.1175,47.1875,47.44,46.6375
2019-03-28,47.18,47.2375,47.3897,46.8825
2019-03-29,47.4875,47.4575,47.52,47.135
2019-04-01,47.81,47.91,47.92,47.095
2019-04-02,48.505,47.7725,48.615,47.7625
2019-04-03,48.8375,48.3125,49.125,48.2875
2019-04-04,48.9225,48.6975,49.0925,48.285
2019-04-05,49.25,49.1125,49.275,48.9825
2019-04-08,50.025,49.105,50.0575,49.085
2019-04-09,49.875,50.08,50.7125,49.8075
2019-04-10,50.155,49.67,50.185,49.545
2019-04-11,49.7375,50.2125,50.25,49.6108
2019-04-12,49.7175,49.8,50.035,49.0525
2019-04-15,49.8075,49.645,49.9625,49.5025
2019-04-16,49.8125,49.865,50.3425,49.64
2019-04-17,50.7825,49.885,50.845,49.6525
2019-04-18,50.965,50.78,51.0375,50.63
2019-04-22,51.1325,50.7075,51.235,50.585
2019-04-23,51.87,51.1075,51.9375,50.975
2019-04-24,51.79,51.84,52.12,51.7625
2019-04-25,51.32,51.7075,51.94,51.28
2019-04-26,51.075,51.225,51.25,50.53
2019-04-29,51.1525,51.1,51.4925,50.965
2019-04-30,50.1675,50.765,50.85,49.7775
2019-05-01,52.63,52.47,53.8275,52.3075
2019-05-02,52.2875,52.46,53.1625,52.0325
2019-05-03,52.9375,52.7225,52.96,52.5575
2019-05-06,52.12,51.0725,52.21,50.875
2019-05-07,50.715,51.47,51.8544,50.2062
2019-05-08,50.725,50.475,51.335,50.4375
2019-05-09,50.18,50.1,50.42,49.165
2019-05-10,49.295,49.3548,49.7125,48.1925
2019-05-13,46.43,46.9275,47.37,45.7125
2019-05-14,47.165,46.6025,47.425,46.3525
2019-05-15,47.73,46.5675,47.9375,46.505
2019-05-16,47.52,47.4775,48.1172,47.21
2019-05-17,47.25,46.7325,47.725,46.69
2019-05-20,45.7725,45.88,46.0872,45.071
2019-05-21,46.65,46.305,47.0,46.175
2019-05-22,45.695,46.165,46.4275,45.6375
2019-05-23,44.915,44.95,45.135,44.4525
2019-05-24,44.7425,45.05,45.535,44.655
2019-05-28,44.5575,44.73,45.1475,44.4775
2019-05-29,44.345,44.105,44.8375,44.0
2019-05-30,44.575,44.4875,44.8075,44.1675
2019-05-31,43.7675,44.0575,44.4975,43.7475
2019-06-03,43.325,43.9,44.48,42.5675
2019-06-04,44.91,43.86,44.9575,43.63
2019-06-05,45.635,46.07,46.2475,45.285
2019-06-06,46.305,45.77,46.3675,45.5372
2019-06-07,47.5375,46.6275,47.98,46.4425
2019-06-10,48.145,47.9525,48.8425,47.905
2019-06-11,48.7025,48.715,49.0,48.4
2019-06-12,48.5475,48.4875,48.9925,48.3462
2019-06-13,48.5375,48.675,49.1975,48.4
2019-06-14,48.185,47.8862,48.3966,47.575
2019-06-17,48.4725,48.225,48.74,48.0425
2019-06-18,49.6125,49.0125,50.0725,48.8025
2019-06-19,49.4675,49.92,49.97,49.3275
2019-06-20,49.865,50.0925,50.1525,49.5075
2019-06-21,49.695,49.7,50.2125,49.5375
2019-06-24,49.645,49.635,50.04,49.5425
2019-06-25,48.8925,49.6075,49.815,48.8225
2019-06-26,49.95,49.4425,50.2475,49.3375
2019-06-27,49.935,50.0725,50.3925,49.8925
2019-06-28,49.48,49.67,49.8738,49.2625
2019-07-01,50.3875,50.7925,51.1225,50.1625
2019-07-02,50.6825,50.3525,50.7831,50.34
2019-07-03,51.1025,50.82,51.11,50.6725
2019-07-05,51.0575,50.8375,51.27,50.725
2019-07-08,50.005,50.2025,50.35,49.6025
2019-07-09,50.31,49.8,50.3775,49.7025
2019-07-10,50.8075,50.4625,50.9325,50.39
2019-07-11,50.4375,50.8275,51.0975,50.4275
2019-07-12,50.825,50.6125,51.0,50.55
2019-07-15,51.3025,51.0225,51.4675,51.0
2019-07-16,51.125,51.1475,51.5275,50.875
2019-07-17,50.8375,51.0125,51.2729,50.8175
2019-07-18,51.415,51.0,51.47,50.925
2019-07-19,50.6475,51.4475,51.625,50.59
2019-07-22,51.805,50.9125,51.8075,50.9025
2019-07-23,52.21,52.115,52.2275,51.8225
2019-07-24,52.1675,51.9175,52.2875,51.7925
2019-07-25,51.755,52.2225,52.31,51.6825
2019-07-26,51.935,51.87,52.4325,51.785
2019-07-29,52.42,52.115,52.66,52.11
2019-07-30,52.195,52.19,52.54,51.8275
2019-07-31,53.26,54.105,55.3425,52.825
2019-08-01,52.1075,53.475,54.5075,51.6859
2019-08-02,51.005,51.3825,51.6075,50.4075
2019-08-05,48.335,49.4975,49.6623,48.145
2019-08-06,49.25,49.0775,49.5168,48.51
2019-08-07,49.76,48.8525,49.89,48.455
2019-08-08,50.8575,50.05,50.8825,49.8475
2019-08-09,50.2475,50.325,50.69,49.8225
2019-08-12,50.12,49.905,50.5129,49.7875
2019-08-13,52.2425,50.255,53.035,50.2075
2019-08-14,50.6875,50.79,51.61,50.6467
2019-08-15,50.435,50.865,51.285,49.9175
2019-08-16,51.625,51.07,51.79,50.96
2019-08-19,52.5875,52.655,53.1827,52.5063
2019-08-20,52.59,52.72,53.3375,52.58
2019-08-21,53.16,53.2475,53.4125,52.9008
2019-08-22,53.115,53.2975,53.6088,52.6875
2019-08-23,50.66,52.3575,53.0127,50.25
2019-08-26,51.6225,51.465,51.7975,51.2643
2019-08-27,51.04,51.965,52.1375,50.8825
2019-08-28,51.3825,51.025,51.43,50.83
2019-08-29,52.2525,52.125,52.33,51.6638
2019-08-30,52.185,52.54,52.6125,51.8
2019-09-03,51.425,51.6075,51.745,51.055
2019-09-04,52.2975,52.0975,52.37,51.83
2019-09-05,53.32,53.0,53.4925,52.8775
2019-09-06,53.315,53.5125,53.605,53.1275
2019-09-09,53.5425,53.71,54.11,52.7675
2019-09-10,54.175,53.465,54.195,52.9275
2019-09-11,55.8975,54.5175,55.9275,54.4325
2019-09-12,55.7713,56.2,56.605,55.715
2019-09-13,54.6875,55.0,55.1975,54.255
2019-09-16,54.975,54.4325,55.0325,54.39
